t_gps,r_x,r_y,r_z,v_x,v_y,v_z
1462684005.353031,-2930459.919356,-3610534.889168,4351113.239114,263.293787,-214.508074,-0.670402
1462684095.353031,-2906700.298210,-3629762.718992,4351052.737516,264.695898,-212.775489,-0.674065
1462684185.353031,-2882814.999694,-3648834.203244,4350991.907510,266.086607,-211.033740,-0.677700
1462684275.353031,-2858805.052585,-3667748.520487,4350930.751716,267.465856,-209.282901,-0.681305
1462684365.353031,-2834671.491028,-3686504.856051,4350869.272768,268.833585,-207.523049,-0.684881
1462684455.353031,-2810415.354494,-3705102.402072,4350807.473313,270.189735,-205.754258,-0.688427
1462684545.353031,-2786037.687731,-3723540.357525,4350745.356014,271.534247,-203.976604,-0.691944
1462684635.353031,-2761539.540723,-3741817.928259,4350682.923545,272.867064,-202.190165,-0.695431
1462684725.353031,-2736921.968645,-3759934.327030,4350620.178597,274.188128,-200.395018,-0.698888
1462684815.353031,-2712186.031811,-3777888.773537,4350557.123872,275.497383,-198.591239,-0.702315
1462684905.353031,-2687332.795639,-3795680.494455,4350493.762086,276.794771,-196.778907,-0.705711
1462684995.353031,-2662363.330594,-3813308.723466,4350430.095967,278.080237,-194.958099,-0.709077
1462685085.353031,-2637278.712151,-3830772.701295,4350366.128258,279.353726,-193.128893,-0.712413
1462685175.353031,-2612080.020743,-3848071.675742,4350301.861714,280.615183,-191.291370,-0.715718
1462685265.353031,-2586768.341716,-3865204.901714,4350237.299103,281.864553,-189.445607,-0.718992
1462685355.353031,-2561344.765284,-3882171.641255,4350172.443207,283.101783,-187.591685,-0.722235
1462685445.353031,-2535810.386479,-3898971.163581,4350107.296818,284.326819,-185.729682,-0.725447
1462685535.353031,-2510166.305108,-3915602.745113,4350041.862743,285.539609,-183.859680,-0.728628
1462685625.353031,-2484413.625699,-3932065.669501,4349976.143799,286.740100,-181.981759,-0.731778
1462685715.353031,-2458553.457460,-3948359.227662,4349910.142818,287.928241,-180.096000,-0.734896
1462685805.353031,-2432586.914230,-3964482.717807,4349843.862643,289.103981,-178.202483,-0.737982
1462685895.353031,-2406515.114428,-3980435.445473,4349777.306127,290.267268,-176.301292,-0.741036
1462685985.353031,-2380339.181005,-3996216.723550,4349710.476139,291.418053,-174.392506,-0.744059
1462686075.353031,-2354060.241401,-4011825.872316,4349643.375556,292.556286,-172.476209,-0.747049
1462686165.353031,-2327679.427489,-4027262.219459,4349576.007269,293.681918,-170.552484,-0.750008
1462686255.353031,-2301197.875533,-4042525.100113,4349508.374178,294.794901,-168.621412,-0.752934
1462686345.353031,-2274616.726133,-4057613.856881,4349440.479199,295.895187,-166.683078,-0.755827
1462686435.353031,-2247937.124181,-4072527.839867,4349372.325253,296.982728,-164.737564,-0.758688
1462686525.353031,-2221160.218809,-4087266.406704,4349303.915279,298.057477,-162.784955,-0.761517
1462686615.353031,-2194287.163340,-4101828.922577,4349235.252220,299.119389,-160.825335,-0.764312
1462686705.353031,-2167319.115237,-4116214.760258,4349166.339037,300.168417,-158.858787,-0.767075
1462686795.353031,-2140257.236056,-4130423.300126,4349097.178695,301.204517,-156.885397,-0.769805
1462686885.353031,-2113102.691394,-4144453.930196,4349027.774175,302.227643,-154.905250,-0.772501
1462686975.353031,-2085856.650839,-4158306.046149,4348958.128466,303.237751,-152.918431,-0.775164
1462687065.353031,-2058520.287922,-4171979.051352,4348888.244568,304.234799,-150.925026,-0.777794
1462687155.353031,-2031094.780060,-4185472.356888,4348818.125490,305.218743,-148.925120,-0.780390
1462687245.353031,-2003581.308513,-4198785.381578,4348747.774253,306.189541,-146.918799,-0.782953
1462687335.353031,-1975981.058329,-4211917.552011,4348677.193886,307.147150,-144.906150,-0.785482
1462687425.353031,-1948295.218294,-4224868.302564,4348606.387431,308.091531,-142.887260,-0.787977
1462687515.353031,-1920524.980879,-4237637.075428,4348535.357937,309.022641,-140.862216,-0.790438
1462687605.353031,-1892671.542191,-4250223.320631,4348464.108463,309.940441,-138.831105,-0.792865
1462687695.353031,-1864736.101922,-4262626.496066,4348392.642077,310.844892,-136.794014,-0.795258
1462687785.353031,-1836719.863294,-4274846.067507,4348320.961859,311.735954,-134.751031,-0.797617
1462687875.353031,-1808624.033009,-4286881.508640,4348249.070896,312.613589,-132.702244,-0.799941
1462687965.353031,-1780449.821198,-4298732.301079,4348176.972284,313.477759,-130.647741,-0.802231
1462688055.353031,-1752198.441370,-4310397.934392,4348104.669129,314.328428,-128.587611,-0.804487
1462688145.353031,-1723871.110353,-4321877.906122,4348032.164544,315.165557,-126.521943,-0.806707
1462688235.353031,-1695469.048250,-4333171.721810,4347959.461653,315.989112,-124.450825,-0.808893
1462688325.353031,-1666993.478382,-4344278.895012,4347886.563588,316.799057,-122.374347,-0.811044
1462688415.353031,-1638445.627236,-4355198.947327,4347813.473487,317.595357,-120.292598,-0.813161
1462688505.353031,-1609826.724412,-4365931.408410,4347740.194500,318.377978,-118.205668,-0.815242
1462688595.353031,-1581138.002571,-4376475.815998,4347666.729783,319.146885,-116.113646,-0.817288
1462688685.353031,-1552380.697379,-4386831.715927,4347593.082499,319.902047,-114.016624,-0.819299
1462688775.353031,-1523556.047459,-4396998.662151,4347519.255821,320.643430,-111.914690,-0.821274
1462688865.353031,-1494665.294333,-4406976.216766,4347445.252929,321.371002,-109.807936,-0.823215
1462688955.353031,-1465709.682370,-4416763.950023,4347371.077011,322.084732,-107.696453,-0.825119
1462689045.353031,-1436690.458733,-4426361.440348,4347296.731261,322.784589,-105.580331,-0.826988
1462689135.353031,-1407608.873326,-4435768.274363,4347222.218881,323.470544,-103.459661,-0.828822
1462689225.353031,-1378466.178738,-4444984.046901,4347147.543081,324.142566,-101.334535,-0.830620
1462689315.353031,-1349263.630188,-4454008.361025,4347072.707078,324.800627,-99.205045,-0.832382
1462689405.353031,-1320002.485476,-4462840.828042,4346997.714094,325.444699,-97.071281,-0.834108
1462689495.353031,-1290684.004926,-4471481.067526,4346922.567360,326.074753,-94.933337,-0.835799
1462689585.353031,-1261309.451329,-4479928.707328,4346847.270113,326.690762,-92.791304,-0.837453
1462689675.353031,-1231880.089892,-4488183.383595,4346771.825596,327.292700,-90.645274,-0.839071
1462689765.353031,-1202397.188184,-4496244.740786,4346696.237057,327.880541,-88.495340,-0.840653
1462689855.353031,-1172862.016080,-4504112.431684,4346620.507754,328.454260,-86.341594,-0.842199
1462689945.353031,-1143275.845704,-4511786.117417,4346544.640948,329.013832,-84.184129,-0.843709
1462690035.353031,-1113639.951379,-4519265.467467,4346468.639907,329.559233,-82.023038,-0.845182
1462690125.353031,-1083955.609569,-4526550.159687,4346392.507904,330.090439,-79.858415,-0.846619
1462690215.353031,-1054224.098825,-4533639.880314,4346316.248218,330.607428,-77.690352,-0.848019
1462690305.353031,-1024446.699727,-4540534.323983,4346239.864135,331.110177,-75.518943,-0.849383
1462690395.353031,-994624.694836,-4547233.193740,4346163.358943,331.598664,-73.344280,-0.850710
1462690485.353031,-964759.368631,-4553736.201053,4346086.735939,332.072869,-71.166459,-0.852001
1462690575.353031,-934852.007457,-4560043.065828,4346009.998423,332.532771,-68.985573,-0.853255
1462690665.353031,-904903.899472,-4566153.516419,4345933.149699,332.978351,-66.801715,-0.854472
1462690755.353031,-874916.334587,-4572067.289640,4345856.193079,333.409588,-64.614980,-0.855653
1462690845.353031,-844890.604412,-4577784.130774,4345779.131876,333.826465,-62.425462,-0.856796
1462690935.353031,-814828.002202,-4583303.793590,4345701.969411,334.228964,-60.233256,-0.857903
1462691025.353031,-784729.822800,-4588626.040345,4345624.709005,334.617067,-58.038455,-0.858973
1462691115.353031,-754597.362581,-4593750.641804,4345547.353988,334.990757,-55.841154,-0.860005
