t_gps_s,r_x,r_y,r_z,v_x,v_y,v_z
1461953216.408,-2840.2565831427064,-1911.866151793056,6477.159254625742,-3.8119726876552704,-5.404401394339629,-3.2575200811052127
1461953221.408,-2859.280499149319,-1938.8639113705829,6460.78972939802,-3.7975816156999826,-5.394678363183402,-3.2902688668546034
1461953226.408,-2878.232219442253,-1965.8127148256474,6444.256667284037,-3.7830945431433065,-5.384819041120409,-3.3229346196649203
1461953231.408,-2897.111264921989,-1992.7118813131065,6427.560485511031,-3.7685118321928712,-5.374823673904302,-3.355516515700401
1461953236.408,-2915.9171583071466,-2019.5607312243246,6410.701605420277,-3.7538338479816957,-5.364692509961969,-3.3880137331307196
1461953241.408,-2934.6494241462374,-2046.3585862031541,6393.680452457354,-3.7390609573658367,-5.354425802107016,-3.420425452184645
1461953246.408,-2953.3075888294993,-2073.10476916465,6376.4974561614945,-3.72419353004625,-5.344023805886081,-3.4527508551227584
1461953251.408,-2971.8911806014885,-2099.7986043096544,6359.153050155726,-3.709231937936238,-5.3334867804887836,-3.484989126288383
1461953256.408,-2990.3997295724084,-2126.4394171443787,6341.6476721358085,-3.694176555569811,-5.322814988146092,-3.5171394521294133
1461953261.408,-3008.8327677303228,-2153.0265344942577,6323.981763860598,-3.679027759429573,-5.312008695062559,-3.5492010211946763
1461953266.408,-3027.1898289527007,-2179.559284524195,6306.155771140413,-3.6637859288453,-5.301068170137569,-3.5811730241794066
1461953271.408,-3045.4704490185636,-2206.0369967524607,6288.170143827138,-3.6484514450135066,-5.289993686326852,-3.613054653935251
1461953276.408,-3063.6741656197164,-2232.4590020695878,6270.025335802919,-3.633024691899209,-5.278785519337816,-3.6448451054830002
1461953281.408,-3081.8005183730506,-2258.8246327542747,6251.7218049692565,-3.6175060555633536,-5.267443948588607,-3.6765435760462424
1461953286.408,-3099.849048831689,-2285.133222489941,6233.260013236292,-3.6018959243906465,-5.255969256847038,-3.7081492650650034
1461953291.408,-3117.8193004972995,-2311.3841063817317,6214.640426511282,-3.5861946894801804,-5.244361729698085,-3.739661374223033
1461953296.408,-3135.7108188306593,-2337.576620973979,6195.863514687527,-3.570402743316663,-5.23262165730921,-3.771079107442347
1461953301.408,-3153.523151263996,-2363.710104265673,6176.929751633138,-3.554520481810414,-5.220749331665957,-3.8024016709359785
1461953306.408,-3171.2558472121823,-2389.7838957278027,6157.8396151794395,-3.5385483023046618,-5.20874504925041,-3.8336282732216205
1461953311.408,-3188.9084580841436,-2415.7973363199217,6138.593587109536,-3.5224866051671597,-5.196609108872053,-3.8647581251161682
1461953316.408,-3206.4805372947267,-2441.7497685064923,6119.192153146487,-3.5063357919507325,-5.184341814109757,-3.89579043978938
1461953321.408,-3223.9716402749846,-2467.6405362739843,6099.635802941913,-3.4900962677693315,-5.171943470120368,-3.926724432750234
1461953326.408,-3241.3813244848093,-2493.4689851466414,6079.925030063831,-3.4737684392507617,-5.159414386370827,-3.9575593219115035
1461953331.408,-3258.7091494231045,-2519.234462203734,6060.060331984917,-3.457352715194247,-5.146754875723673,-3.9882943275542857
1461953336.408,-3275.9546766399144,-2544.9363160953794,6040.042210070321,-3.4408495070538265,-5.133965253763108,-4.018928672400762
1461953341.408,-3293.1174697465894,-2570.5738970598895,6019.871169565635,-3.424259228241681,-5.121045839752696,-4.0494615815878205
1461953346.408,-3310.1970944279797,-2596.146556938762,5999.547719584738,-3.407582294599706,-5.107996955925046,-4.079892282732544
1461953351.408,-3327.1931184524606,-2621.653649195108,5979.0723730971185,-3.3908191235245795,-5.094818928656878,-4.1102200059076495
1461953356.408,-3344.105111684407,-2647.0945289270385,5958.445646915954,-3.3739701357944796,-5.081512086064777,-4.140443983697878
1461953361.408,-3360.9326460931175,-2672.4685528874684,5937.668061685173,-3.3570357534172217,-5.068076760753229,-4.170563451187263
1461953366.408,-3377.6752957659146,-2697.775079497636,5916.740141866858,-3.34001640080578,-5.054513288301223,-4.20057764601097
1461953371.408,-3394.332636917533,-2723.013468864396,5895.662415728869,-3.3229125046213994,-5.040822007434599,-4.230485808353478
1461953376.408,-3410.9042479013506,-2748.1830827970293,5874.43541533155,-3.3057244939127486,-5.027003259814137,-4.260287180971318
1461953381.408,-3427.3897092210664,-2773.28328482174,5853.0596765150485,-3.2884527995202006,-5.013057390829545,-4.289981009215808
1461953386.408,-3443.7886035396837,-2798.313440199638,5831.53573888644,-3.271097854396885,-4.998984749087867,-4.31956654106034
1461953391.408,-3460.10051569202,-2823.2729159412493,5809.864145806325,-3.253660093967028,-4.984785686017403,-4.349043027094922
1461953396.408,-3476.3250326939415,-2848.161080824131,5788.045444375694,-3.2361399556848482,-4.970460556353373,-4.378409720578929
1461953401.408,-3492.4617437541215,-2872.977305407359,5766.080185422664,-3.218537879055475,-4.956009718127461,-4.407665877437466
1461953406.408,-3508.510240283502,-2897.7209620487433,5743.968923489072,-3.200854305435314,-4.941433532865631,-4.436810756285922
1461953411.408,-3524.47011590712,-2922.391424919414,5721.712216816927,-3.183089678849683,-4.9267323645754,-4.46584361845089
1461953416.408,-3540.3409664725723,-2946.9880700219123,5699.310627334818,-3.165244444662221,-4.9119065813451925,-4.494763727992904
1461953421.408,-3556.122390062879,-2971.5102752029957,5676.764720644348,-3.1473190513188456,-4.8969565532297565,-4.523570351713715
1461953426.408,-3571.813987004237,-2995.957420173068,5654.075066005985,-3.129313947974424,-4.881882655048685,-4.552262759198129
1461953431.408,-3587.4153598790695,-3020.328886518098,5631.2422363255655,-3.1112295874522715,-4.8666852628575725,-4.580840222801271
1461953436.408,-3602.9261135338165,-3044.6240577187928,5608.266808139952,-3.093066423253731,-4.851364757477313,-4.609302017696791
1461953441.408,-3618.3458550901164,-3068.8423191643433,5585.149361603438,-3.074824911434007,-4.83592152226629,-4.6376474218841395
1461953446.408,-3633.674193955632,-3092.9830581682054,5561.890480473005,-3.056505510052375,-4.82035594369745,-4.665875716207665
1461953451.408,-3648.910741832546,-3117.0456639852887,5538.490752094242,-3.038108679455945,-4.804668411052717,-4.693986184364803
1461953456.408,-3664.0551127299204,-3141.029527823954,5514.9507673874505,-3.0196348813783516,-4.788859317467995,-4.721978112950637
1461953461.408,-3679.1069229704312,-3164.934042866907,5491.271120832283,-3.001084580150291,-4.772929058432965,-4.749850791451536
1461953466.408,-3694.0657912038255,-3188.7586042812377,5467.452410453958,-2.9824582417427337,-4.756878032960685,-4.777603512284259
1461953471.408,-3708.93133841351,-3212.5026092383177,5443.495237808231,-2.9637563340743327,-4.740706643147405,-4.805235570802324
1461953476.408,-3723.7031879297097,-3236.1654569252814,5419.400207966689,-2.944979327220608,-4.724415293952006,-4.832746265315109
1461953481.408,-3738.3809654355173,-3259.7465485642992,5395.167929502107,-2.9261276931911198,-4.708004393402916,-4.860134897101489
1461953486.408,-3752.9642989805047,-3283.2452874239584,5370.799014473215,-2.907201905939928,-4.691474352584464,-4.887400770451677
1461953491.408,-3767.452818986723,-3306.6610788381786,5346.294078409943,-2.888202440701207,-4.674825586382212,-4.914543192662677
1461953496.408,-3781.8461582609107,-3329.993330218929,5321.65374029808,-2.869129775908732,-4.658058511218769,-4.941561474061018
1461953501.408,-3796.1439520028403,-3353.2414510725903,5296.878622564092,-2.8499843903136934,-4.641173548380266,-4.96845492803368
1461953506.408,-3810.3458378150754,-3376.4048530142477,5271.969351060193,-2.830766766548095,-4.6241711198949815,-4.995222871032638
1461953511.408,-3824.451455712845,-3399.4829497834694,5246.926555048187,-2.811477386932893,-4.607051653306371,-5.021864622589419
1461953516.408,-3838.4604481317333,-3422.475157259818,5221.750867184855,-2.7921167368872375,-4.589815577748141,-5.04837950536421
1461953521.408,-3852.3724599396614,-3445.3808934758035,5196.442923505776,-2.7726853039880552,-4.5724633250129045,-5.074766845114937
1461953526.408,-3866.187138443445,-3468.19957863464,5171.003363409787,-2.753183576693118,-4.554995330979182,-5.101025970764567
1461953531.408,-3879.9041334004983,-3490.9306351222426,5145.432829643272,-2.7336120460563507,-4.537412033602777,-5.12715621438565
1461953536.408,-3893.5230970252014,-3513.5734875251105,5119.731968284329,-2.7139712047819557,-4.519713874050922,-5.153156911239421
1461953541.408,-3907.0436840009493,-3536.127562641842,5093.901428726833,-2.6942615467614814,-4.501901297075165,-5.179027399779443
1461953546.408,-3920.465551486357,-3558.5922895011818,5067.941863664236,-2.6744835686031365,-4.483974749400659,-5.204767021666157
1461953551.408,-3933.788359127046,-3580.967099373081,5041.8539290738645,-2.654637768187058,-4.465934681228646,-5.230375121806901
1461953556.408,-3947.0117690616066,-3603.251425787397,5015.638284200057,-2.6347246454793094,-4.4477815453465155,-5.2558510483559076
1461953561.408,-3960.135445932658,-3625.4447045454444,4989.295591538308,-2.6147447013931924,-4.4295157983560784,-5.281194152736134
1461953566.408,-3973.159056894982,-3647.5463737351174,4962.826516819011,-2.5946984396005064,-4.411137898639936,-5.306403789659271
1461953571.408,-3986.082271623442,-3669.5558737469137,4936.23172899042,-2.574586365534742,-4.392648307460604,-5.331479317137564
1461953576.408,-3998.9047623232805,-3691.472647285941,4909.511900202598,-2.5544089851023273,-4.374047490332487,-5.356420096505644
1461953581.408,-4011.626203737039,-3713.2961393883543,4882.667705790595,-2.5341668077940085,-4.355335913583531,-5.381225492444173
1461953586.408,-4024.246273154248,-3735.025797434447,4855.699824257647,-2.513860342398857,-4.336514049034122,-5.4058948729880285
1461953591.408,-4036.764650418557,-3756.661071164478,4828.608937258328,-2.493490102026499,-4.317582368485546,-5.430427609544495
1461953596.408,-4049.181017938813,-3778.201412689993,4801.395729581586,-2.4730565993436358,-4.2985413488822815,-5.454823076919638
1461953601.408,-4061.495060693926,-3799.64627651126,4774.0608891341435,-2.4525603499605495,-4.279391468599897,-5.479080653316487
1461953606.408,-4073.7064662441408,-3820.995119529023,4746.605106922748,-2.4320018707112467,-4.260133209306332,-5.50319972037596
1461953611.408,-4085.814924736947,-3842.2474010602655,4719.029077037562,-2.4113816797453183,-4.2407670558104655,-5.527179663179595
1461953616.408,-4097.820128917653,-3863.4025828499985,4691.333496634645,-2.3907002975956857,-4.221293494902966,-5.551019870265918
1461953621.408,-4109.721774134547,-3884.460129088367,4663.51906591855,-2.369958245538328,-4.201713017087059,-5.57471973365864
1461953626.408,-4121.519558350093,-3905.4195064211053,4635.586488124939,-2.3491560473330537,-4.182026114710425,-5.598278648879386
1461953631.408,-4133.213182146409,-3926.2801839657645,4607.536469503296,-2.328294227548213,-4.162233283686419,-5.621696014944973
1461953636.408,-4144.80234873443,-3947.041633324625,4579.369719298882,-2.3073733127666856,-4.14233502221532,-5.644971234411969
1461953641.408,-4156.286763961343,-3967.7033285982698,4551.08694973555,-2.28639383081736,-4.122331831584688,-5.668103713386699
1461953646.408,-4167.666136318348,-3988.264746399842,4522.68887599746,-2.2653563120693434,-4.102224214727357,-5.69109286152343
1461953651.408,-4178.9401769491815,-4008.725365867181,4494.17621621177,-2.24426128640971,-4.082012679445597,-5.7139380920789336
1461953656.408,-4190.1085996561515,-4029.084668678617,4465.549691430153,-2.2231092877409537,-4.061697733609435,-5.736638821869747
1461953661.408,-4201.171120909176,-4049.342139064536,4436.810025611133,-2.201900849424419,-4.041279889919679,-5.7591944713594785
1461953666.408,-4212.127459852522,-4069.497263821645,4407.9579456019665,-2.1806365072270637,-4.020759662802448,-5.781604464610609
1461953671.408,-4222.977338312966,-4089.549532325631,4378.99418112035,-2.1593167986420667,-4.000137569108574,-5.803868229359068
1461953676.408,-4233.720480805993,-4109.4984365458995,4349.919464736032,-2.1379422616855663,-3.979414129287761,-5.825985196974216
1461953681.408,-4244.3566145446475,-4129.343471056669,4320.734531852882,-2.116513437383219,-3.9585898648902003,-5.847954802510685
1461953686.408,-4254.885469445053,-4149.084133052241,4291.440120690245,-2.0950308660603696,-3.9376653022272876,-5.869776484720205
1461953691.408,-4265.306778135704,-4168.7199223582875,4262.036972264043,-2.073495091598488,-3.9166409680601646,-5.8914496860597865
1461953696.408,-4275.620275961607,-4188.250341447178,4232.525830368908,-2.051906657777181,-3.8955173933454716,-5.91297385271082
1461953701.408,-4285.825700995398,-4207.674895447222,4202.907441559116,-2.0302661108135,-3.8742951105023167,-5.934348434592721
1461953706.408,-4295.922794040582,-4226.993092159612,4173.182555129636,-2.0085739975193064,-3.8529746553931545,-5.9555728853838446
1461953711.408,-4305.911298639832,-4246.204442068995,4143.3519230981365,-1.9868308665318182,-3.831556565954088,-5.976646662529674
1461953716.408,-4315.790961082353,-4265.308458356904,4113.416300184911,-1.9650372677388077,-3.8100413827878583,-5.997569227265558
1461953721.408,-4325.561530410177,-4284.304656913922,4083.3764437949194,-1.9431937523750094,-3.7884296490228735,-6.018340044627621
1461953726.408,-4335.222758425157,-4303.192556352458,4053.233113998332,-1.9213008727710985,-3.7667219105778713,-6.038958583467775
1461953731.408,-4344.774399694324,-4321.971678020857,4022.987073511137,-1.8993591835369443,-3.7449187148749843,-6.059424316475088
1461953736.408,-4354.2162115585925,-4340.641546013205,3992.639087676484,-1.8773692391459917,-3.7230206133117463,-6.079736720181245
1461953741.408,-4363.547954137309,-4359.201687184122,3962.1899244450187,-1.8553315962017223,-3.7010281589209626,-6.099895274983737
1461953746.408,-4372.769390336701,-4377.6516311589,3931.6403543557226,-1.8332468127136963,-3.67894190705465,-6.119899465159051
1461953751.408,-4381.880285852823,-4395.990910349392,3900.9911505163304,-1.8111154475946023,-3.656762415906087,-6.139748778871763
1461953756.408,-4390.880409182733,-4414.219059961144,3870.2430885839944,-1.7889380612386958,-3.6344902458522483,-6.159442708194547
1461953761.408,-4399.769531625646,-4432.335618010753,3839.396946745627,-1.7667152147896559,-3.612125960204139,-6.178980749132734
1461953766.408,-4408.547427292744,-4450.340125334454,3808.4535056980385,-1.7444474714839089,-3.589670123808901,-6.198362401608392
1461953771.408,-4417.213873111951,-4468.232125600909,3777.4135486288124,-1.7221353947516036,-3.56712330490609,-6.217587169512626
1461953776.408,-4425.768648833513,-4486.011165324246,3746.2778611957765,-1.6997795503793895,-3.5444860730012806,-6.236654560693751
1461953781.408,-4434.211537036147,-4503.6767938752455,3715.047231507644,-1.677380503763743,-3.521759001456303,-6.255564086981849
1461953786.408,-4442.54232313329,-4521.228563492841,3683.7224501040205,-1.654938823282464,-3.4989426642569015,-6.274315264202869
1461953791.408,-4450.760795378867,-4538.666029296189,3652.304309935014,-1.6324550770468704,-3.476037639103197,-6.292907612186809
1461953796.408,-4458.866744872839,-4555.9887492960115,3620.793606341713,-1.6099298348153752,-3.453044505519756,-6.311340654788637
1461953801.408,-4466.859965566178,-4573.19628440723,3589.1911370356056,-1.5873636679752963,-3.429963844818303,-6.329613919895564
1461953806.408,-4474.7402542673935,-4590.288198459295,3557.4977020786578,-1.5647571477393285,-3.4067962419085234,-6.347726939448876
1461953811.408,-4482.507410648176,-4607.264058207595,3525.7141038628843,-1.5421108478240058,-3.383542282568669,-6.365679249456662
1461953816.408,-4490.161237246898,-4624.12343334683,3493.8411470898204,-1.5194253417230357,-3.3602025561203845,-6.38347038999018
1461953821.408,-4497.701539477096,-4640.8658965188715,3461.879638750628,-1.4967012054294173,-3.336777652739329,-6.401099905227511
1461953826.408,-4505.128125629509,-4657.491023327694,3429.830388104817,-1.4739390146687583,-3.313268166099988,-6.418567343440827
1461953831.408,-4512.44080687967,-4673.998392347479,3397.6942066607307,-1.4511393468619644,-3.289674691489381,-6.435872257020037
1461953836.408,-4519.639397291681,-4690.387585135779,3365.47190815376,-1.4283027801675416,-3.265997826642888,-6.4530142024891575
1461953841.408,-4526.723713823446,-4706.658186243691,3333.164308526653,-1.4054298942883179,-3.2422381709793626,-6.4699927405154085
1461953846.408,-4533.693576332786,-4722.809783225916,3300.7722259083034,-1.3825212691099296,-3.218396326866241,-6.486807435912851
1461953851.408,-4540.548807580252,-4738.841966653854,3268.2964805927286,-1.3595774861569225,-3.194472898191634,-6.503457857679223
1461953856.408,-4547.289233235565,-4754.754330124399,3235.737895018707,-1.336599126962028,-3.17046849189137,-6.51994357898775
1461953861.408,-4553.914681882147,-4770.546470271066,3203.0972937484967,-1.31358677589742,-3.1463837152296037,-6.536264177198063
1461953866.408,-4560.424985021104,-4786.217986775238,3170.375503446925,-1.2905410159455641,-3.122219179777858,-6.552419233888486
1461953871.408,-4566.819977076354,-4801.768482376213,3137.573352860196,-1.2674624326427875,-3.097975497675179,-6.5684083348510285
1461953876.408,-4573.099495399075,-4817.197562881514,3104.6916727951752,-1.2443516120101776,-3.0736532834998798,-6.584231070107762
1461953881.408,-4579.263380271589,-4832.504837178199,3071.731296097532,-1.2212091399778728,-3.049253154841608,-6.599887033932646
1461953886.408,-4585.311474913215,-4847.689917241345,3038.693057631136,-1.1980356051326453,-3.0247757296401687,-6.615375824842431
1461953891.408,-4591.2436254816,-4862.752418147264,3005.5777942564264,-1.1748315952563644,-3.0002216294351456,-6.630697045629859
1461953896.408,-4597.059681081633,-4877.691958079292,2972.3863448088723,-1.1515977001990905,-2.975591476610134,-6.645850303367752
1461953901.408,-4602.759493764364,-4892.508158342469,2939.1195500780786,-1.1283345096726407,-2.9508858964773026,-6.660835209414927
1461953906.408,-4608.342918534456,-4907.200643370565,2905.7782527858462,-1.1050426147348844,-2.9261055158112868,-6.675651379437113
1461953911.408,-4613.809813352839,-4921.769040737089,2872.363297564839,-1.0817226069539174,-2.9012509636258983,-6.690298433412863
1461953916.408,-4619.160039141091,-4936.212981164781,2838.8755309368453,-1.0583750792275168,-2.8763228703537607,-6.704775995646742
1461953921.408,-4624.39345978579,-4950.532098534875,2805.315801290974,-1.035000624233362,-2.8513218693124145,-6.719083694778419
1461953926.408,-4629.50994213962,-4964.726029898808,2771.68495886273,-1.0115998364990446,-2.826248594660683,-6.733221163793132
1461953931.408,-4634.5093560291325,-4978.794415484599,2737.9838557110916,-0.9881733101592545,-2.8011036835396226,-6.747188040041692
1461953936.408,-4639.391574254665,-4992.736898709228,2704.213345697639,-0.9647216410467081,-2.775887774057992,-6.760983965237301
1461953941.408,-4644.156472595597,-5006.553126186697,2670.374284464152,-0.9412454252433236,-2.7506015065855536,-6.7746085854746525
1461953946.408,-4648.803929813597,-5020.242747737364,2636.4675294110107,-0.9177452591038673,-2.7252455237503455,-6.788061551246301
1461953951.408,-4653.333827656266,-5033.805416397018,2602.4939396749082,-0.8942217407675344,-2.699820468960752,-6.801342517437206
1461953956.408,-4657.746050858997,-5047.24078842738,2568.454376106856,-0.8706754671757153,-2.674326989174915,-6.8144511433483785
1461953961.408,-4662.040487150057,-5060.548523323123,2534.3497012505377,-0.8471070381629033,-2.6487657310390205,-6.827387092698245
1461953966.408,-4666.217027251791,-5073.728283822944,2500.180779319684,-0.8235170526277216,-2.6231373444406927,-6.840150033646751
1461953971.408,-4670.275564886044,-5086.779735916187,2465.9484761758717,-0.7999061107620946,-2.5974424803835063,-6.852739638783987
1461953976.408,-4674.215996774499,-5099.7025488539075,2431.653659306723,-0.7762748123413985,-2.5716817925522264,-6.865155585162029
1461953981.408,-4678.038222642541,-5112.496395156814,2397.2971978032483,-0.7526237588499498,-2.545855935310101,-6.8773975542853805
1461953986.408,-4681.742145222935,-5125.160950623056,2362.8799623377136,-0.7289535521904327,-2.5199655648730186,-6.889465232132352
1461953991.408,-4685.327670257643,-5137.695894337656,2328.4028251410145,-0.7052647940654424,-2.4940113398288304,-6.901358309165516
1461953996.408,-4688.794706500592,-5150.100908680799,2293.866659980416,-0.6815580871252678,-2.4679939200468652,-6.913076480336258
1461954001.408,-4692.143165719285,-5162.375679336882,2259.272342137473,-0.657834034813277,-2.441913966809807,-6.924619445092048
1461954006.408,-4695.372962699692,-5174.519895301012,2224.6207483845906,-0.6340932410548703,-2.415772143040158,-6.935986907385541
1461954011.408,-4698.484015245633,-5186.533248889581,2189.9127569633274,-0.6103363087913749,-2.389569114636288,-6.947178575696398
1461954016.408,-4701.476244184001,-5198.415435745863,2155.1492475613663,-0.5865638433042477,-2.363305547371965,-6.958194163021744
1461954021.408,-4704.349573364525,-5210.1661548503,2120.3311012899326,-0.5627764503196886,-2.3369821086262164,-6.969033386886622
1461954026.408,-4707.103929663193,-5221.78510852725,2085.459200661113,-0.5389747340768736,-2.3105994690986336,-6.979695969378099
1461954031.408,-4709.739242983865,-5233.27200245322,2050.5344295651803,-0.5151593006730764,-2.284158299700721,-6.990181637122305
1461954036.408,-4712.255446260696,-5244.626545664266,2015.5576732477498,-0.49133075660211034,-2.257659272902856,-7.000490121300118
1461954041.408,-4714.652475459866,-5255.848450563799,1980.5298182869287,-0.4674897082904863,-2.23110306309718,-7.01062115766922
1461954046.408,-4716.930269580355,-5266.937432931089,1945.451752570589,-0.4436367629468805,-2.2044903457899636,-7.020574486559099
1461954051.408,-4719.0887706575995,-5277.893211927052,1910.3243652733506,-0.41977252694323397,-2.177821799044068,-7.030349852883774
1461954056.408,-4721.127923763493,-5288.715510103149,1875.1485468336373,-0.39589760889066383,-2.1510981006558723,-7.039947006146122
1461954061.408,-4723.047677008842,-5299.40405340784,1839.9251889308516,-0.37201261593418167,-2.124319931489481,-7.049365700451062
1461954066.408,-4724.847981543938,-5309.958571194677,1804.6551844621606,-0.34811815654211387,-2.0974879728973974,-7.05860569450374
1461954071.408,-4726.528791561489,-5320.378796228066,1769.3394275196476,-0.32421483960388287,-2.070602907531793,-7.067666751628849
1461954076.408,-4728.090064296375,-5330.664464691666,1733.9788133670797,-0.3003032729138795,-2.04366542063417,-7.076548639768816
1461954081.408,-4729.5317600276885,-5340.815316194669,1698.574238416862,-0.2763840664520103,-2.016676197097695,-7.085251131492214
1461954086.408,-4730.853842079382,-5350.831093779089,1663.1266002067814,-0.2524578277289038,-1.989635925593575,-7.093774004006718
1461954091.408,-4732.05627682288,-5360.711543925117,1627.6367973770643,-0.22852516791226662,-1.9625452930349638,-7.102117039152745
1461954096.408,-4733.139033674873,-5370.456416560736,1592.105729646739,-0.20458669578692934,-1.9354049899620804,-7.110280023427094
1461954101.408,-4734.102085101691,-5380.065465065068,1556.534297790939,-0.1806430209426253,-1.9082157076873045,-7.118262747975223
1461954106.408,-4734.945406618324,-5389.538446276619,1520.9234036170474,-0.15669475308459369,-1.8809781387981275,-7.12606500860511
1461954111.408,-4735.668976788992,-5398.875120499713,1485.2739499418128,-0.13274250300673884,-1.853692976345883,-7.13368660578999
1461954116.408,-4736.272777229015,-5408.075251509768,1449.5868405677822,-0.10878688037610118,-1.8263609157238534,-7.141127344675851
1461954121.408,-4736.756792603553,-5417.138606561118,1413.8629802599216,-0.08482849529173109,-1.7989826532821098,-7.1483870350857615
1461954126.408,-4737.121010630398,-5426.0649563910765,1378.1032747223612,-0.06086795808914758,-1.7715588864530218,-7.155465491535097
1461954131.408,-4737.3654220780445,-5434.854075228043,1342.3086305747395,-0.03690587963683356,-1.744090313450215,-7.16236253321199
1461954136.408,-4737.490020767588,-5443.505740795965,1306.4799553291602,-0.012942869771904952,-1.7165776346137136,-7.169077984019168
1461954141.408,-4737.494803572784,-5452.019734320497,1270.6181573660085,0.011020460532563447,-1.6890215505054584,-7.1756116725430275
1461954146.408,-4737.37977041944,-5460.395840535193,1234.7241459112663,0.03498350075187773,-1.661422763210794,-7.181963432087741
1461954151.408,-4737.144924286096,-5468.633847686815,1198.798831012127,0.05894564066784369,-1.6337819762284198,-7.18813310065957
1461954156.408,-4736.790271203706,-5476.733547540987,1162.843123514166,0.0829062697594054,-1.6060998938628472,-7.194120520987326
1461954161.408,-4736.315820256013,-5484.694735387333,1126.8579350373527,0.10686477722174459,-1.578377221257142,-7.19992554051214
1461954166.408,-4735.721583579212,-5492.517210044976,1090.8441779524187,0.13082055260929337,-1.550614664861314,-7.205548011405881
1461954171.408,-4735.007576360593,-5500.200773868623,1054.8027653577012,0.15477298584846721,-1.5228129324523252,-7.210987790564559
1461954176.408,-4734.173816840232,-5507.745232752216,1018.7346110545142,0.17872146677109413,-1.494972732689348,-7.216244739623676
1461954181.408,-4733.220326308678,-5515.150396135306,982.6406295247475,0.20266538422947633,-1.4670947743006764,-7.2213187249476505
1461954186.408,-4732.147129108017,-5522.416077006961,946.5217359061021,0.22660412906043348,-1.4391797686093923,-7.226209617650966
1461954191.408,-4730.954252629528,-5529.542091911991,910.3788459686734,0.2505370911230784,-1.411228426958587,-7.23091729358714
1461954196.408,-4729.641727314632,-5536.528260954291,874.2128760919989,0.274463660109177,-1.3832414613807487,-7.23544163336021
1461954201.408,-4728.209586653249,-5543.374407802458,838.0247432396603,0.29838322681916907,-1.3552195856282196,-7.239782522325868
1461954206.408,-4726.657867183059,-5550.080359694085,801.8153649373575,0.32229518175608973,-1.3271635139617501,-7.243939850598167
1461954211.408,-4724.986608489117,-5556.645947439911,765.5856592477593,0.34619891513739276,-1.2990739611441313,-7.247913513046342
1461954216.408,-4723.195853201953,-5563.071005428922,729.3365447473798,0.3700938183465041,-1.2709516435816113,-7.251703409304241
1461954221.408,-4721.285646997077,-5569.355371632139,693.0689405025992,0.3939792823575772,-1.2427972780242271,-7.255309443769988
1461954226.408,-4719.256038593481,-5575.498887607109,656.7837660455576,0.41785469871501846,-1.2146115822870343,-7.258731525606095
1461954231.408,-4717.107079752894,-5581.50139850149,620.481941351041,0.4417194587249469,-1.1863952746325594,-7.261969568751169
1461954236.408,-4714.838825278054,-5587.362753057458,584.1643868117418,0.46557295447200886,-1.1581490744674738,-7.265023491910938
1461954241.408,-4712.45133301104,-5593.082803615791,547.832023215054,0.489414578002652,-1.1298737017414169,-7.2678932185694975
1461954246.408,-4709.94466383216,-5598.6614061192995,511.4857717187183,0.5132437223128363,-1.1015698776845966,-7.270578676986418
1461954251.408,-4707.318881658408,-5604.098420116513,475.1265538272886,0.5370597799346797,-1.0732383235581437,-7.27307980020197
1461954256.408,-4704.574053440997,-5609.393708765928,438.7552913683715,0.5608621434112138,-1.0448797611052214,-7.275396526034115
1461954261.408,-4701.710249165128,-5614.5471388382775,402.3729064679027,0.584650207741106,-1.016494914480063,-7.277528797089985
1461954266.408,-4698.72754184665,-5619.558580721132,365.9803215273782,0.6084233655674325,-0.9880845062361914,-7.279476560752244
1461954271.408,-4695.626007530813,-5624.427908421704,329.57845919870067,0.632181012008914,-0.9596492613191003,-7.281239769197327
1461954276.408,-4692.405725290228,-5629.154999570021,293.1682423614962,0.655922540832762,-0.9311899038448246,-7.282818379380672
1461954281.408,-4689.066777222518,-5633.739735422309,256.75059409823115,0.6796473489703203,-0.9027071608024926,-7.284212353057143
1461954286.408,-4685.609248448808,-5638.182000863397,220.32643767051107,0.7033548300860275,-0.8742017566992217,-7.285421656756313
1461954291.408,-4682.033227110555,-5642.481684410423,183.89669649564337,0.7270443810421057,-0.8456744188952143,-7.28644626180872
1461954296.408,-4678.338804367606,-5646.638678215314,147.46229412182092,0.7507153986971389,-0.8171258748980108,-7.287286144330494
1461954301.408,-4674.526074396353,-5650.652878067006,111.02415420506847,0.774367279602302,-0.7885568520796369,-7.287941285228385
1461954306.408,-4670.595134385678,-5654.524183395347,74.58320048439052,0.7979994216057094,-0.7599680789944614,-7.288411670201896
1461954311.408,-4666.546084537352,-5658.252497271156,38.14035675861998,0.8216112221380172,-0.7313602838930819,-7.288697289741762
1461954316.408,-4662.379028059136,-5661.837726412111,1.6965468620010018,0.8452020807617373,-0.7027341968168912,-7.288798139129459
1461954321.408,-4658.0940711652565,-5665.279781182418,-34.747305359693904,0.8687713959952816,-0.6740905469550853,-7.288714218440102
1461954326.408,-4653.691323072782,-5668.578575595661,-71.19027607293665,0.8923185674202614,-0.6454300642990347,-7.288445532534482
1461954331.408,-4649.1708959981925,-5671.734027317349,-107.63144148070033,0.9158429963308663,-0.616753480202533,-7.287992091071928
1461954336.408,-4644.532905155211,-5674.746057666252,-144.06987784623416,0.9393440828471284,-0.5880615249488983,-7.2873539084944525
