t_gps,x,y,z,vx,vy,vz
1443512196.0,-147412789.83988357,-23841737.535676174,-10334331.543563679,5.664421343857935,-26.804451550114088,-11.618151762174715
1443512197.0,-147412784.17836466,-23841764.340610266,-10334343.161925415,5.664427151317223,-26.804450586345837,-11.618151342789307
1443512198.0,-147412778.5168399,-23841791.14554339,-10334354.780286731,5.664432958776278,-26.80444962257657,-11.618150923403464
1443512199.0,-147412772.85530934,-23841817.950475555,-10334366.39864763,5.664438766235097,-26.80444865880629,-11.618150504017189
1443512200.0,-147412767.19377297,-23841844.75540676,-10334378.01700811,5.66444457369368,-26.804447695034995,-11.618150084630479
1443512201.0,-147412761.53223085,-23841871.560336996,-10334389.635368174,5.6644503811520295,-26.804446731262683,-11.618149665243335
1443512202.0,-147412755.87068287,-23841898.365266267,-10334401.253727814,5.664456188610143,-26.804445767489348,-11.61814924585576
1443512203.0,-147412750.20912907,-23841925.170194585,-10334412.87208704,5.664461996068022,-26.804444803715008,-11.618148826467749
1443512204.0,-147412744.54756948,-23841951.975121927,-10334424.49044584,5.664467803525664,-26.80444383993963,-11.618148407079307
1443512205.0,-147412738.88600406,-23841978.780048314,-10334436.108804224,5.664473610983071,-26.804442876163254,-11.618147987690431
1443512206.0,-147412733.2244329,-23842005.584973734,-10334447.727162188,5.664479418440244,-26.804441912385855,-11.618147568301122
1443512207.0,-147412727.56285584,-23842032.389898192,-10334459.345519735,5.664485225897182,-26.80444094860744,-11.618147148911381
1443512208.0,-147412721.90127304,-23842059.194821697,-10334470.96387686,5.664491033353885,-26.804439984828008,-11.618146729521207
1443512209.0,-147412716.2396844,-23842085.999744225,-10334482.582233569,5.664496840810351,-26.804439021047553,-11.618146310130594
1443512210.0,-147412710.57808992,-23842112.804665793,-10334494.200589858,5.664502648266583,-26.804438057266086,-11.618145890739553
1443512211.0,-147412704.91648972,-23842139.6095864,-10334505.818945726,5.66450845572258,-26.804437093483603,-11.618145471348077
1443512212.0,-147412699.25488365,-23842166.414506033,-10334517.437301174,5.664514263178339,-26.804436129700115,-11.61814505195617
1443512213.0,-147412693.5932718,-23842193.219424713,-10334529.055656204,5.664520070633866,-26.80443516591559,-11.618144632563824
1443512214.0,-147412687.93165413,-23842220.024342433,-10334540.674010815,5.664525878089156,-26.804434202130054,-11.61814421317105
1443512215.0,-147412682.27003068,-23842246.82925918,-10334552.292365009,5.664531685544212,-26.804433238343503,-11.618143793777842
1443512216.0,-147412676.60840133,-23842273.634174973,-10334563.910718784,5.664537492999033,-26.80443227455594,-11.618143374384202
1443512217.0,-147412670.9467663,-23842300.4390898,-10334575.529072136,5.664543300453617,-26.804431310767352,-11.618142954990129
1443512218.0,-147412665.28512537,-23842327.244003654,-10334587.147425069,5.664549107907965,-26.804430346977753,-11.618142535595616
1443512219.0,-147412659.62347868,-23842354.048916556,-10334598.765777584,5.664554915362081,-26.804429383187127,-11.618142116200673
1443512220.0,-147412653.96182624,-23842380.85382851,-10334610.384129683,5.66456072281596,-26.804428419395503,-11.618141696805298
1443512221.0,-147412648.30016792,-23842407.658739474,-10334622.00248136,5.664566530269605,-26.80442745560285,-11.618141277409489
1443512222.0,-147412642.63850373,-23842434.463649474,-10334633.62083262,5.664572337723012,-26.804426491809178,-11.618140858013248
1443512223.0,-147412636.97683382,-23842461.26855853,-10334645.23918346,5.664578145176185,-26.80442552801449,-11.61814043861657
1443512224.0,-147412631.31515807,-23842488.073466618,-10334656.85753388,5.6645839526291235,-26.804424564218788,-11.618140019219462
1443512225.0,-147412625.65347654,-23842514.878373735,-10334668.475883884,5.664589760081827,-26.80442360042207,-11.618139599821921
1443512226.0,-147412619.99178916,-23842541.683279887,-10334680.09423346,5.6645955675342945,-26.804422636624334,-11.618139180423945
1443512227.0,-147412614.33009604,-23842568.488185078,-10334691.712582625,5.664601374986527,-26.804421672825583,-11.618138761025541
1443512228.0,-147412608.66839704,-23842595.29308931,-10334703.330931365,5.664607182438524,-26.804420709025813,-11.618138341626697
1443512229.0,-147412603.00669226,-23842622.097992573,-10334714.94927969,5.664612989890285,-26.804419745225026,-11.618137922227422
1443512230.0,-147412597.34498167,-23842648.902894877,-10334726.567627594,5.664618797341814,-26.804418781423223,-11.618137502827715
1443512231.0,-147412591.68326527,-23842675.707796216,-10334738.18597508,5.664624604793104,-26.804417817620404,-11.618137083427571
1443512232.0,-147412586.02154303,-23842702.512696598,-10334749.804322142,5.6646304122441595,-26.804416853816566,-11.618136664026999
1443512233.0,-147412580.3598151,-23842729.317596007,-10334761.422668789,5.664636219694981,-26.804415890011715,-11.61813624462599
1443512234.0,-147412574.69808125,-23842756.12249446,-10334773.041015022,5.664642027145567,-26.80441492620584,-11.618135825224547
1443512235.0,-147412569.03634158,-23842782.927391943,-10334784.659360828,5.664647834595917,-26.80441396239895,-11.618135405822672
1443512236.0,-147412563.37459615,-23842809.73228847,-10334796.277706217,5.664653642046032,-26.804412998591044,-11.618134986420362
1443512237.0,-147412557.71284494,-23842836.537184026,-10334807.896051187,5.664659449495914,-26.80441203478212,-11.618134567017622
1443512238.0,-147412552.0510879,-23842863.34207863,-10334819.514395738,5.664665256945558,-26.80441107097219,-11.618134147614448
1443512239.0,-147412546.38932502,-23842890.146972254,-10334831.132739868,5.664671064394967,-26.80441010716123,-11.618133728210841
1443512240.0,-147412540.72755635,-23842916.951864928,-10334842.751083583,5.664676871844141,-26.80440914334926,-11.6181333088068
1443512241.0,-147412535.0657819,-23842943.756756634,-10334854.369426876,5.66468267929308,-26.804408179536278,-11.618132889402323
1443512242.0,-147412529.40400162,-23842970.561647374,-10334865.98776975,5.664688486741784,-26.804407215722264,-11.618132469997418
1443512243.0,-147412523.74221554,-23842997.366537154,-10334877.606112206,5.664694294190251,-26.804406251907245,-11.618132050592076
1443512244.0,-147412518.08042368,-23843024.171425976,-10334889.224454245,5.664700101638484,-26.8044052880912,-11.618131631186301
1443512245.0,-147412512.41862595,-23843050.976313833,-10334900.842795858,5.664705909086483,-26.80440432427415,-11.618131211780094
1443512246.0,-147412506.75682244,-23843077.781200718,-10334912.461137056,5.664711716534245,-26.804403360456075,-11.618130792373453
1443512247.0,-147412501.09501314,-23843104.586086642,-10334924.079477834,5.664717523981772,-26.804402396636984,-11.61813037296638
1443512248.0,-147412495.433198,-23843131.39097161,-10334935.697818195,5.664723331429064,-26.80440143281687,-11.618129953558872
1443512249.0,-147412489.7713771,-23843158.195855606,-10334947.316158134,5.664729138876122,-26.804400468995752,-11.618129534150933
1443512250.0,-147412484.10955033,-23843185.00073865,-10334958.934497654,5.664734946322944,-26.804399505173606,-11.618129114742556
1443512251.0,-147412478.4477178,-23843211.805620726,-10334970.552836753,5.6647407537695305,-26.80439854135045,-11.61812869533375
1443512252.0,-147412472.7858794,-23843238.610501833,-10334982.171175439,5.664746561215881,-26.80439757752628,-11.618128275924509
1443512253.0,-147412467.1240353,-23843265.41538198,-10334993.789513703,5.664752368661999,-26.804396613701083,-11.618127856514835
1443512254.0,-147412461.4621853,-23843292.22026116,-10335005.407851545,5.664758176107877,-26.804395649874877,-11.618127437104727
1443512255.0,-147412455.8003295,-23843319.025139377,-10335017.02618897,5.664763983553524,-26.804394686047655,-11.618127017694187
1443512256.0,-147412450.13846794,-23843345.83001664,-10335028.644525979,5.6647697909989345,-26.804393722219416,-11.618126598283213
1443512257.0,-147412444.47660053,-23843372.634892933,-10335040.262862563,5.664775598444108,-26.804392758390154,-11.618126178871806
1443512258.0,-147412438.8147274,-23843399.439768262,-10335051.881198732,5.664781405889048,-26.80439179455988,-11.618125759459966
1443512259.0,-147412433.15284836,-23843426.244642638,-10335063.49953448,5.664787213333754,-26.80439083072859,-11.618125340047692
1443512260.0,-147412427.49096355,-23843453.04951604,-10335075.11786981,5.664793020778222,-26.804389866896273,-11.618124920634985
1443512261.0,-147412421.8290729,-23843479.85438848,-10335086.736204717,5.664798828222455,-26.80438890306295,-11.618124501221843
1443512262.0,-147412416.1671765,-23843506.659259956,-10335098.35453921,5.664804635666456,-26.804387939228608,-11.618124081808272
1443512263.0,-147412410.5052742,-23843533.46413047,-10335109.97287328,5.664810443110218,-26.804386975393246,-11.618123662394263
1443512264.0,-147412404.8433662,-23843560.26900002,-10335121.59120693,5.664816250553746,-26.804386011556872,-11.618123242979824
1443512265.0,-147412399.18145233,-23843587.07386861,-10335133.209540166,5.664822057997038,-26.80438504771947,-11.618122823564953
1443512266.0,-147412393.51953268,-23843613.878736235,-10335144.82787298,5.664827865440097,-26.804384083881068,-11.618122404149643
1443512267.0,-147412387.85760722,-23843640.6836029,-10335156.44620537,5.664833672882919,-26.80438312004164,-11.618121984733902
1443512268.0,-147412382.19567594,-23843667.48846859,-10335168.064537348,5.664839480325507,-26.8043821562012,-11.61812156531773
1443512269.0,-147412376.5337389,-23843694.293333318,-10335179.682868902,5.664845287767858,-26.804381192359727,-11.618121145901124
1443512270.0,-147412370.87179595,-23843721.098197084,-10335191.301200038,5.6648510952099755,-26.80438022851726,-11.618120726484085
1443512271.0,-147412365.2098473,-23843747.9030599,-10335202.91953076,5.664856902651857,-26.80437926467376,-11.61812030706661
1443512272.0,-147412359.5478928,-23843774.707921747,-10335214.537861058,5.664862710093503,-26.80437830082925,-11.618119887648703
1443512273.0,-147412353.88593248,-23843801.512782626,-10335226.156190936,5.664868517534914,-26.804377336983723,-11.618119468230367
1443512274.0,-147412348.22396636,-23843828.317642547,-10335237.7745204,5.664874324976088,-26.80437637313718,-11.618119048811591
1443512275.0,-147412342.56199443,-23843855.122501496,-10335249.392849438,5.66488013241703,-26.80437540928962,-11.618118629392384
1443512276.0,-147412336.90001667,-23843881.927359495,-10335261.011178061,5.664885939857735,-26.804374445441038,-11.618118209972746
1443512277.0,-147412331.23803318,-23843908.732216522,-10335272.629506264,5.6648917472982045,-26.804373481591444,-11.618117790552672
1443512278.0,-147412325.57604378,-23843935.53707258,-10335284.247834045,5.66489755473844,-26.804372517740827,-11.618117371132167
1443512279.0,-147412319.9140486,-23843962.34192768,-10335295.86616141,5.664903362178439,-26.804371553889194,-11.61811695171123
1443512280.0,-147412314.25204766,-23843989.146781825,-10335307.484488353,5.664909169618203,-26.804370590036555,-11.618116532289855
1443512281.0,-147412308.5900409,-23844015.951635,-10335319.10281488,5.664914977057734,-26.804369626182883,-11.618116112868048
1443512282.0,-147412302.92802832,-23844042.7564872,-10335330.721140984,5.664920784497026,-26.80436866232821,-11.61811569344581
1443512283.0,-147412297.26600996,-23844069.561338454,-10335342.33946667,5.664926591936084,-26.804367698472515,-11.618115274023136
1443512284.0,-147412291.60398573,-23844096.366188735,-10335353.957791945,5.664932399374906,-26.804366734615805,-11.61811485460003
1443512285.0,-147412285.94195578,-23844123.171038054,-10335365.576116791,5.664938206813494,-26.804365770758064,-11.618114435176492
1443512286.0,-147412280.27991992,-23844149.97588642,-10335377.19444122,5.664944014251846,-26.80436480689932,-11.61811401575252
1443512287.0,-147412274.61787832,-23844176.78073381,-10335388.812765231,5.664949821689964,-26.804363843039553,-11.618113596328113
1443512288.0,-147412268.95583087,-23844203.585580233,-10335400.43108882,5.664955629127848,-26.804362879178782,-11.618113176903275
1443512289.0,-147412263.29377764,-23844230.3904257,-10335412.049411993,5.664961436565493,-26.804361915316974,-11.618112757478002
1443512290.0,-147412257.63171864,-23844257.195270207,-10335423.667734748,5.664967244002904,-26.804360951454164,-11.618112338052297
1443512291.0,-147412251.96965382,-23844284.00011375,-10335435.286057081,5.664973051440081,-26.804359987590338,-11.618111918626159
1443512292.0,-147412246.30758312,-23844310.804956328,-10335446.904378995,5.6649788588770225,-26.804359023725485,-11.618111499199587
1443512293.0,-147412240.64550668,-23844337.60979794,-10335458.52270049,5.664984666313727,-26.804358059859617,-11.61811107977258
1443512294.0,-147412234.9834244,-23844364.414638594,-10335470.141021568,5.6649904737501995,-26.80435709599273,-11.61811066034514
1443512295.0,-147412229.3213363,-23844391.219478283,-10335481.759342223,5.6649962811864345,-26.804356132124838,-11.618110240917268
1443512296.0,-147412223.65924242,-23844418.024317,-10335493.377662461,5.665002088622435,-26.804355168255924,-11.618109821488964
1443512297.0,-147412217.99714276,-23844444.829154756,-10335504.99598228,5.665007896058198,-26.80435420438599,-11.618109402060227
1443512298.0,-147412212.33503723,-23844471.63399156,-10335516.614301678,5.665013703493728,-26.804353240515038,-11.618108982631053
1443512299.0,-147412206.67292595,-23844498.4388274,-10335528.232620658,5.665019510929024,-26.804352276643073,-11.61810856320145
1443512300.0,-147412201.01080883,-23844525.243662264,-10335539.850939222,5.6650253183640835,-26.80435131277009,-11.61810814377141
1443512301.0,-147412195.3486859,-23844552.048496176,-10335551.469257362,5.6650311257989046,-26.804350348896083,-11.618107724340941
1443512302.0,-147412189.68655714,-23844578.85332912,-10335563.087575084,5.665036933233495,-26.804349385021077,-11.618107304910035
1443512303.0,-147412184.02442262,-23844605.658161093,-10335574.705892392,5.665042740667848,-26.804348421145043,-11.618106885478694
1443512304.0,-147412178.36228228,-23844632.462992113,-10335586.32420927,5.665048548101966,-26.804347457267987,-11.618106466046923
1443512305.0,-147412172.70013615,-23844659.267822165,-10335597.942525737,5.665054355535848,-26.80434649338993,-11.618106046614718
1443512306.0,-147412167.0379842,-23844686.072651252,-10335609.560841778,5.665060162969496,-26.804345529510837,-11.618105627182082
1443512307.0,-147412161.37582645,-23844712.877479386,-10335621.179157408,5.6650659704029085,-26.80434456563074,-11.61810520774901
1443512308.0,-147412155.71366283,-23844739.682306554,-10335632.797472615,5.665071777836086,-26.80434360174962,-11.618104788315506
1443512309.0,-147412150.05149347,-23844766.487132754,-10335644.415787404,5.665077585269026,-26.80434263786748,-11.618104368881566
1443512310.0,-147412144.38931826,-23844793.29195799,-10335656.034101773,5.665083392701733,-26.80434167398433,-11.618103949447198
1443512311.0,-147412138.72713724,-23844820.096782256,-10335667.65241572,5.665089200134204,-26.804340710100163,-11.618103530012391
1443512312.0,-147412133.06495047,-23844846.90160557,-10335679.27072925,5.665095007566441,-26.80433974621498,-11.618103110577154
1443512313.0,-147412127.40275785,-23844873.706427913,-10335690.889042363,5.665100814998441,-26.804338782328777,-11.618102691141482
1443512314.0,-147412121.74055943,-23844900.5112493,-10335702.507355051,5.665106622430208,-26.804337818441557,-11.618102271705379
1443512315.0,-147412116.07835522,-23844927.31606972,-10335714.125667326,5.665112429861736,-26.80433685455332,-11.61810185226884
1443512316.0,-147412110.41614518,-23844954.120889176,-10335725.74397918,5.665118237293033,-26.804335890664063,-11.61810143283187
1443512317.0,-147412104.75392935,-23844980.925707664,-10335737.362290613,5.665124044724092,-26.804334926773798,-11.618101013394465
1443512318.0,-147412099.09170768,-23845007.730525196,-10335748.98060163,5.665129852154917,-26.804333962882513,-11.61810059395663
1443512319.0,-147412093.4294802,-23845034.53534176,-10335760.598912224,5.665135659585506,-26.804332998990212,-11.618100174518357
1443512320.0,-147412087.76724693,-23845061.340157356,-10335772.2172224,5.665141467015859,-26.80433203509689,-11.618099755079653
1443512321.0,-147412082.10500792,-23845088.144972,-10335783.835532159,5.665147274445977,-26.804331071202547,-11.618099335640517
1443512322.0,-147412076.44276303,-23845114.949785683,-10335795.453841496,5.665153081875863,-26.804330107307198,-11.618098916200944
1443512323.0,-147412070.7805123,-23845141.7545984,-10335807.072150417,5.66515888930551,-26.804329143410822,-11.618098496760942
1443512324.0,-147412065.11825582,-23845168.559410147,-10335818.690458918,5.665164696734923,-26.80432817951344,-11.618098077320504
1443512325.0,-147412059.4559935,-23845195.36422093,-10335830.308766995,5.6651705041641,-26.804327215615036,-11.618097657879632
1443512326.0,-147412053.7937254,-23845222.169030752,-10335841.927074658,5.665176311593043,-26.804326251715615,-11.61809723843833
1443512327.0,-147412048.1314515,-23845248.973839615,-10335853.545381896,5.665182119021748,-26.804325287815182,-11.618096818996593
1443512328.0,-147412042.4691718,-23845275.778647516,-10335865.163688723,5.66518792645022,-26.80432432391372,-11.618096399554421
1443512329.0,-147412036.80688626,-23845302.58345444,-10335876.781995123,5.665193733878459,-26.804323360011253,-11.61809598011182
1443512330.0,-147412031.14459485,-23845329.388260406,-10335888.40030111,5.6651995413064595,-26.80432239610777,-11.618095560668783
1443512331.0,-147412025.48229772,-23845356.19306542,-10335900.018606676,5.665205348734226,-26.804321432203263,-11.618095141225313
1443512332.0,-147412019.81999478,-23845382.997869458,-10335911.63691182,5.665211156161757,-26.804320468297735,-11.618094721781407
1443512333.0,-147412014.15768602,-23845409.802672546,-10335923.25521655,5.66521696358905,-26.804319504391202,-11.618094302337072
1443512334.0,-147412008.49537146,-23845436.60747466,-10335934.873520851,5.665222771016111,-26.804318540483642,-11.618093882892301
1443512335.0,-147412002.83305112,-23845463.412275802,-10335946.491824739,5.665228578442936,-26.804317576575066,-11.6180934634471
1443512336.0,-147411997.17072487,-23845490.217075992,-10335958.110128209,5.665234385869526,-26.804316612665485,-11.618093044001462
1443512337.0,-147411991.5083929,-23845517.021875225,-10335969.72843126,5.665240193295881,-26.804315648754876,-11.61809262455539
1443512338.0,-147411985.84605512,-23845543.826673485,-10335981.34673389,5.665246000722002,-26.804314684843256,-11.618092205108887
1443512339.0,-147411980.18371147,-23845570.63147078,-10335992.965036102,5.665251808147885,-26.804313720930615,-11.618091785661951
1443512340.0,-147411974.52136207,-23845597.43626712,-10336004.583337894,5.665257615573532,-26.80431275701696,-11.618091366214582
1443512341.0,-147411968.85900685,-23845624.241062492,-10336016.201639267,5.6652634229989465,-26.80431179310228,-11.61809094676678
1443512342.0,-147411963.1966458,-23845651.045856897,-10336027.819940219,5.665269230424125,-26.804310829186598,-11.618090527318545
1443512343.0,-147411957.53427896,-23845677.850650337,-10336039.438240755,5.665275037849068,-26.80430986526988,-11.618090107869875
1443512344.0,-147411951.87190634,-23845704.655442823,-10336051.056540871,5.665280845273775,-26.80430890135216,-11.61808968842077
1443512345.0,-147411946.20952788,-23845731.46023434,-10336062.674840568,5.6652866526982475,-26.80430793743342,-11.618089268971236
1443512346.0,-147411940.54714364,-23845758.265024897,-10336074.293139841,5.665292460122485,-26.80430697351366,-11.618088849521268
1443512347.0,-147411934.88475358,-23845785.069814485,-10336085.911438702,5.665298267546486,-26.80430600959289,-11.618088430070863
1443512348.0,-147411929.2223577,-23845811.87460311,-10336097.529737134,5.665304074970252,-26.804305045671097,-11.618088010620024
1443512349.0,-147411923.55995598,-23845838.679390777,-10336109.148035157,5.665309882393784,-26.804304081748285,-11.618087591168758
1443512350.0,-147411917.8975485,-23845865.484177478,-10336120.766332759,5.6653156898170804,-26.804303117824464,-11.618087171717054
1443512351.0,-147411912.23513526,-23845892.28896322,-10336132.384629939,5.665321497240142,-26.804302153899616,-11.618086752264919
1443512352.0,-147411906.57271612,-23845919.093748003,-10336144.002926698,5.665327304662967,-26.804301189973756,-11.618086332812352
1443512353.0,-147411900.9102912,-23845945.898531802,-10336155.621223038,5.665333112085558,-26.804300226046887,-11.618085913359344
1443512354.0,-147411895.2478605,-23845972.70331465,-10336167.239518963,5.665338919507913,-26.80429926211899,-11.618085493905914
1443512355.0,-147411889.58542395,-23845999.508096535,-10336178.857814468,5.665344726930032,-26.804298298190094,-11.618085074452043
1443512356.0,-147411883.92298162,-23846026.31287746,-10336190.476109551,5.6653505343519175,-26.804297334260163,-11.618084654997743
1443512357.0,-147411878.26053345,-23846053.117657416,-10336202.094404219,5.665356341773565,-26.804296370329215,-11.618084235543007
1443512358.0,-147411872.5980795,-23846079.922436416,-10336213.71269846,5.665362149194982,-26.804295406397262,-11.618083816087838
1443512359.0,-147411866.93561977,-23846106.727214437,-10336225.330992289,5.66536795661616,-26.80429444246428,-11.618083396632237
1443512360.0,-147411861.27315426,-23846133.53199151,-10336236.949285699,5.665373764037103,-26.804293478530287,-11.6180829771762
1443512361.0,-147411855.61068285,-23846160.33676761,-10336248.567578686,5.665379571457811,-26.804292514595275,-11.618082557719733
1443512362.0,-147411849.94820562,-23846187.141542748,-10336260.18587125,5.665385378878283,-26.804291550659258,-11.618082138262828
1443512363.0,-147411844.28572267,-23846213.94631692,-10336271.8041634,5.665391186298521,-26.804290586722207,-11.618081718805495
1443512364.0,-147411838.62323382,-23846240.75109014,-10336283.422455132,5.665396993718524,-26.80428962278415,-11.618081299347727
1443512365.0,-147411832.96073928,-23846267.5558624,-10336295.040746447,5.665402801138291,-26.804288658845064,-11.618080879889527
1443512366.0,-147411827.29823884,-23846294.36063368,-10336306.659037337,5.665408608557824,-26.804287694904975,-11.618080460430892
1443512367.0,-147411821.63573265,-23846321.165404,-10336318.277327808,5.66541441597712,-26.804286730963863,-11.618080040971824
1443512368.0,-147411815.9732206,-23846347.970173363,-10336329.895617863,5.665420223396182,-26.80428576702173,-11.618079621512322
1443512369.0,-147411810.31070274,-23846374.77494175,-10336341.513907496,5.665426030815007,-26.80428480307859,-11.618079202052387
1443512370.0,-147411804.64817917,-23846401.579709195,-10336353.13219671,5.665431838233598,-26.804283839134424,-11.618078782592017
1443512371.0,-147411798.9856497,-23846428.384475663,-10336364.750485508,5.665437645651955,-26.804282875189248,-11.618078363131216
1443512372.0,-147411793.32311442,-23846455.189241167,-10336376.368773885,5.665443453070074,-26.804281911243056,-11.61807794366998
1443512373.0,-147411787.66057336,-23846481.994005706,-10336387.98706184,5.665449260487959,-26.80428094729584,-11.618077524208314
1443512374.0,-147411781.99802652,-23846508.7987693,-10336399.605349379,5.665455067905609,-26.80427998334761,-11.618077104746213
1443512375.0,-147411776.33547387,-23846535.6035319,-10336411.223636499,5.6654608753230224,-26.804279019398372,-11.618076685283679
1443512376.0,-147411770.67291534,-23846562.40829355,-10336422.841923198,5.665466682740201,-26.80427805544811,-11.618076265820712
1443512377.0,-147411765.01035103,-23846589.213054243,-10336434.460209478,5.665472490157146,-26.804277091496825,-11.618075846357312
1443512378.0,-147411759.3477809,-23846616.017813962,-10336446.078495339,5.665478297573855,-26.80427612754453,-11.618075426893476
1443512379.0,-147411753.68520504,-23846642.82257273,-10336457.696780782,5.665484104990328,-26.804275163591218,-11.61807500742921
1443512380.0,-147411748.0226233,-23846669.627330534,-10336469.315065803,5.665489912406567,-26.80427419963688,-11.618074587964509
1443512381.0,-147411742.3600358,-23846696.432087366,-10336480.933350403,5.6654957198225695,-26.80427323568154,-11.618074168499374
1443512382.0,-147411736.69744244,-23846723.236843236,-10336492.55163459,5.665501527238337,-26.80427227172518,-11.618073749033806
1443512383.0,-147411731.03484333,-23846750.04159814,-10336504.169918355,5.665507334653869,-26.8042713077678,-11.618073329567807
1443512384.0,-147411725.3722384,-23846776.84635209,-10336515.7882017,5.665513142069168,-26.8042703438094,-11.618072910101372
1443512385.0,-147411719.70962766,-23846803.65110507,-10336527.406484626,5.665518949484229,-26.804269379849984,-11.618072490634503
1443512386.0,-147411714.04701105,-23846830.455857087,-10336539.024767132,5.665524756899057,-26.804268415889553,-11.618072071167205
1443512387.0,-147411708.38438866,-23846857.26060814,-10336550.643049221,5.665530564313647,-26.804267451928105,-11.618071651699472
1443512388.0,-147411702.72176054,-23846884.065358233,-10336562.261330891,5.665536371728003,-26.80426648796564,-11.618071232231305
1443512389.0,-147411697.0591266,-23846910.870107356,-10336573.87961214,5.665542179142124,-26.804265524002158,-11.618070812762703
1443512390.0,-147411691.39648676,-23846937.674855523,-10336585.497892966,5.6655479865560086,-26.804264560037662,-11.618070393293669
1443512391.0,-147411685.73384112,-23846964.479602717,-10336597.116173377,5.665553793969659,-26.804263596072143,-11.618069973824202
1443512392.0,-147411680.07118973,-23846991.28434896,-10336608.734453375,5.665559601383076,-26.804262632105615,-11.618069554354303
1443512393.0,-147411674.40853253,-23847018.08909424,-10336620.352732945,5.6655654087962555,-26.804261668138068,-11.61806913488397
1443512394.0,-147411668.74586952,-23847044.89383855,-10336631.971012099,5.6655712162092,-26.804260704169494,-11.618068715413203
1443512395.0,-147411663.08320066,-23847071.69858188,-10336643.58929083,5.665577023621907,-26.80425974019992,-11.618068295942004
1443512396.0,-147411657.42052606,-23847098.50332427,-10336655.207569147,5.665582831034383,-26.804258776229318,-11.618067876470368
1443512397.0,-147411651.7578456,-23847125.308065694,-10336666.825847039,5.66558863844662,-26.804257812257703,-11.618067456998306
1443512398.0,-147411646.09515935,-23847152.112806153,-10336678.444124516,5.665594445858623,-26.804256848285075,-11.618067037525806
1443512399.0,-147411640.43246728,-23847178.917545643,-10336690.062401572,5.665600253270392,-26.804255884311424,-11.618066618052874
1443512400.0,-147411634.76976943,-23847205.72228418,-10336701.680678211,5.665606060681925,-26.804254920336756,-11.618066198579507
1443512401.0,-147411629.10706574,-23847232.52702174,-10336713.29895443,5.665611868093223,-26.804253956361066,-11.618065779105706
1443512402.0,-147411623.4443563,-23847259.33175834,-10336724.917230226,5.665617675504285,-26.804252992384374,-11.618065359631473
1443512403.0,-147411617.78164098,-23847286.13649398,-10336736.53550561,5.6656234829151115,-26.80425202840665,-11.618064940156808
1443512404.0,-147411612.1189199,-23847312.941228654,-10336748.153780568,5.665629290325702,-26.804251064427923,-11.61806452068171
1443512405.0,-147411606.456193,-23847339.74596237,-10336759.772055108,5.66563509773606,-26.80425010044817,-11.618064101206176
1443512406.0,-147411600.7934603,-23847366.550695114,-10336771.390329234,5.665640905146181,-26.804249136467405,-11.61806368173021
1443512407.0,-147411595.13072175,-23847393.355426908,-10336783.008602936,5.665646712556067,-26.80424817248562,-11.618063262253811
1443512408.0,-147411589.46797746,-23847420.16015773,-10336794.626876218,5.665652519965719,-26.804247208502822,-11.618062842776979
1443512409.0,-147411583.8052273,-23847446.96488758,-10336806.245149082,5.665658327375134,-26.804246244519003,-11.618062423299715
1443512410.0,-147411578.14247137,-23847473.769616477,-10336817.863421528,5.665664134784316,-26.804245280534165,-11.618062003822015
1443512411.0,-147411572.47970963,-23847500.574344415,-10336829.481693551,5.665669942193258,-26.804244316548314,-11.61806158434388
1443512412.0,-147411566.81694207,-23847527.379071377,-10336841.09996516,5.665675749601968,-26.80424335256145,-11.618061164865315
1443512413.0,-147411561.1541687,-23847554.18379738,-10336852.718236348,5.665681557010443,-26.804242388573556,-11.618060745386318
1443512414.0,-147411555.49138954,-23847580.988522418,-10336864.336507114,5.665687364418683,-26.804241424584664,-11.618060325906884
1443512415.0,-147411549.82860455,-23847607.793246504,-10336875.954777464,5.665693171826685,-26.80424046059474,-11.618059906427021
1443512416.0,-147411544.16581377,-23847634.59796961,-10336887.573047392,5.665698979234454,-26.80423949660381,-11.618059486946722
1443512417.0,-147411538.5030172,-23847661.402691763,-10336899.191316903,5.665704786641989,-26.804238532611855,-11.61805906746599
1443512418.0,-147411532.84021476,-23847688.20741295,-10336910.809585989,5.665710594049285,-26.804237568618884,-11.618058647984823
1443512419.0,-147411527.17740655,-23847715.012133174,-10336922.427854665,5.665716401456349,-26.8042366046249,-11.618058228503227
1443512420.0,-147411521.51459256,-23847741.81685243,-10336934.046122916,5.665722208863176,-26.804235640629898,-11.618057809021193
1443512421.0,-147411515.85177273,-23847768.621570732,-10336945.664390748,5.665728016269769,-26.80423467663387,-11.618057389538729
1443512422.0,-147411510.18894714,-23847795.426288065,-10336957.282658169,5.665733823676126,-26.804233712636844,-11.618056970055834
1443512423.0,-147411504.52611566,-23847822.23100443,-10336968.90092516,5.665739631082247,-26.804232748638785,-11.6180565505725
1443512424.0,-147411498.86327842,-23847849.035719838,-10336980.519191733,5.665745438488133,-26.80423178463972,-11.618056131088736
1443512425.0,-147411493.20043537,-23847875.84043429,-10336992.137457892,5.665751245893785,-26.804230820639635,-11.618055711604539
1443512426.0,-147411487.5375865,-23847902.645147763,-10337003.755723625,5.6657570532992,-26.804229856638525,-11.618055292119909
1443512427.0,-147411481.87473184,-23847929.449860282,-10337015.373988947,5.66576286070438,-26.80422889263641,-11.618054872634843
