OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
UNKNOWN,,2026-05-10T05:53:16.156896,14.14039279,.00367546,98.8082,132.4733,68.3781,292.1301,0,U,270374,999,17730,.29020737E-3,.512E-5,0
UNKNOWN,,2026-05-08T08:57:05.907456,12.50626040,.01092728,82.4291,180.2810,130.3201,230.7493,0,U,270375,999,15627,.80915518E-2,.1278E-4,0
UNKNOWN,,2026-05-02T18:01:21.822528,13.16273910,.00520393,102.9860,291.0259,42.5563,317.9556,0,U,270376,999,16117,.16650471E-1,.633E-4,0
UNKNOWN,,2026-05-09T09:36:51.772608,14.47145635,.01174921,98.6306,177.2263,99.4660,261.9834,0,U,270377,999,17817,.88747017E-3,.3481E-4,0
UNKNOWN,,2026-05-08T23:31:32.529504,13.20354770,.04213199,82.5468,232.8121,242.7325,113.0301,0,U,270378,999,16089,.1540354E-2,.999E-5,0
UNKNOWN,,2026-05-06T06:04:10.562592,12.80985819,.02326265,82.5346,307.8671,218.4510,139.9818,0,U,270379,999,6215,.16510895E-1,.4278E-4,0
UNKNOWN,,2026-05-07T18:14:41.495136,12.63333584,.01873861,82.3453,298.7030,233.5465,124.8229,0,U,270380,999,15376,.83670775E-3,.172E-5,0
UNKNOWN,,2026-05-08T17:29:58.919424,14.12803905,.00674033,98.8090,124.2827,111.0175,249.8225,0,U,270382,999,16834,.68246375E-3,.1253E-4,0
UNKNOWN,,2026-05-07T14:25:55.953984,12.21696884,.00824245,82.4235,245.4347,21.5435,338.9068,0,U,270383,999,14350,-.10258151E-1,-.1085E-4,0
UNKNOWN,,2026-04-27T19:55:17.126976,12.62900844,.01609435,82.4843,166.9293,190.4925,169.2795,0,U,270384,999,14667,.33088428E-1,.6285E-4,0
UNKNOWN,,2026-05-09T09:08:17.365056,8.88590618,.27878574,84.7431,17.4622,119.1126,271.7097,0,U,270385,999,10242,.33736469E-1,.11574E-3,0
UNKNOWN,,2026-05-10T07:24:43.022592,13.85259940,.01613344,98.9022,80.5508,217.1352,141.8556,0,U,270386,999,15831,.20299664E-3,.213E-5,0
UNKNOWN,,2026-05-09T23:06:56.803680,14.20229802,.00107131,81.2089,325.4666,56.9523,303.2681,0,U,270387,999,15462,.16704934E-2,.3581E-4,0
UNKNOWN,,2026-05-02T23:29:04.493472,13.19588068,.02602571,82.2034,220.4702,351.7532,7.9350,0,U,270388,999,6151,.10439456E-1,.4987E-4,0
UNKNOWN,,2026-04-27T06:23:14.934048,12.78111901,.01781463,82.6122,314.9222,155.0456,205.9390,0,U,270389,999,13317,.25766589E-2,.622E-5,0
UNKNOWN,,2026-05-07T02:13:25.049856,13.94575162,.00203206,82.5152,52.5777,146.7904,213.4542,0,U,270390,999,32639,.65871629E-3,.896E-5,0
UNKNOWN,,2026-05-03T15:25:17.752512,13.95210482,.01261717,98.8730,90.6675,205.0621,154.4383,0,U,270391,999,17514,.2163597E-3,.27E-5,0
UNKNOWN,,2026-05-04T18:07:03.252000,14.11954717,.00425137,98.8314,127.4729,98.5783,262.0209,0,U,270392,999,16942,.29157006E-3,.494E-5,0
UNKNOWN,,2026-05-09T06:50:55.129056,14.17448377,.00180535,81.2252,330.6758,346.6115,13.4579,0,U,270393,999,15318,.50272748E-3,.1032E-4,0
UNKNOWN,,2026-05-10T03:22:41.240640,14.13535498,.00703742,89.0380,282.7832,326.8793,32.7996,0,U,270394,999,8990,.11738933E-3,.24E-5,0
UNKNOWN,,2026-05-07T07:20:04.764480,14.50939428,.0076958,98.7726,147.9989,188.3924,171.5988,0,U,270395,999,10601,.39359989E-2,.16138E-3,0
UNKNOWN,,2026-05-09T22:17:28.957632,14.08080316,.01014349,89.1121,288.9358,346.0494,13.7890,0,U,270396,999,8985,.2402799E-3,.441E-5,0
UNKNOWN,,2026-05-10T03:40:23.030112,14.17275440,.00734878,89.0463,283.1958,334.8987,24.8635,0,U,270397,999,9035,.856279E-3,.1788E-4,0
UNKNOWN,,2026-05-09T19:35:56.814720,14.09299013,.00972583,88.8513,269.2822,6.3946,353.8453,0,U,270398,999,8986,.60255222E-3,.1109E-4,0
UNKNOWN,,2026-05-09T21:37:30.826272,14.39373477,.00541387,88.9665,274.2913,100.1836,260.5477,0,U,270399,999,9184,.18037972E-3,.586E-5,0
UNKNOWN,,2026-05-09T21:10:56.398080,14.54058830,.01205543,88.9957,274.7237,36.8426,324.0990,0,U,270400,999,9278,.82669956E-4,.403E-5,0
UNKNOWN,,2026-05-09T21:37:47.010720,14.32446935,.00548154,89.0449,281.5213,357.4565,2.6345,0,U,270401,999,9121,.82128113E-3,.2273E-4,0
UNKNOWN,,2026-05-10T03:20:17.222208,14.53224127,.01163505,89.0279,277.4503,48.6254,312.4888,0,U,270402,999,9273,.15269344E-3,.711E-5,0
UNKNOWN,,2026-05-10T02:21:15.463296,14.50095669,.01201875,88.9454,271.1540,62.2275,299.1057,0,U,270403,999,9257,.74799382E-4,.338E-5,0
UNKNOWN,,2026-05-10T02:14:56.904288,14.27965009,.00506785,88.8831,269.3074,198.3142,161.6230,0,U,270404,999,9108,.1791667E-3,.465E-5,0
UNKNOWN,,2026-05-10T07:24:51.166656,14.17449132,.00608414,88.7556,261.0626,290.2078,69.2574,0,U,270405,999,9044,.18075754E-3,.387E-5,0
UNKNOWN,,2026-05-10T03:44:27.384864,14.13395884,.00735205,88.9984,279.7790,332.3935,27.3355,0,U,270406,999,8995,.31939245E-3,.628E-5,0
UNKNOWN,,2026-05-09T17:20:03.181920,14.11807310,.00827862,89.1993,295.0384,334.2214,25.4855,0,U,270407,999,9006,.24837791E-3,.48E-5,0
UNKNOWN,,2026-05-10T05:05:44.498112,14.03265436,.01246066,89.1793,294.2160,346.5225,13.2636,0,U,270408,999,4031,.20227939E-3,.35E-5,0
UNKNOWN,,2026-05-10T03:44:32.770176,14.25781130,.00205799,89.0004,278.5991,284.6570,75.2341,0,U,270409,999,9050,.3196864E-3,.775E-5,0
UNKNOWN,,2026-05-10T02:29:05.836992,14.36146670,.00380788,88.9485,273.2183,105.0066,255.5353,0,U,270410,999,9104,.11315464E-3,.348E-5,0
UNKNOWN,,2026-05-09T20:40:29.022528,14.28430386,.00162514,88.8730,268.4350,193.2435,166.8335,0,U,270411,999,9109,.83553299E-4,.224E-5,0
UNKNOWN,,2026-05-10T07:11:10.657824,14.20432904,.00403233,88.7151,257.5237,309.4805,50.2821,0,U,270412,999,9034,.24379451E-3,.541E-5,0
UNKNOWN,,2026-05-10T07:34:45.508800,14.71629412,.01389236,88.7489,252.5654,314.2693,44.7191,0,U,270413,999,9372,.19620823E-3,.1441E-4,0
UNKNOWN,,2026-05-09T09:46:14.961504,14.52156167,.01100813,89.0503,279.5159,62.8957,298.3429,0,U,270414,999,9251,.32608342E-3,.1449E-4,0
UNKNOWN,,2026-05-09T20:06:39.539232,14.50055273,.01160644,89.0726,281.3728,66.5088,294.8266,0,U,270415,999,9250,.14696003E-3,.64E-5,0
UNKNOWN,,2026-05-10T03:06:36.977760,14.66348791,.01258775,88.9902,273.1176,0.3156,359.8116,0,U,270416,999,9331,.26501232E-3,.1666E-4,0
UNKNOWN,,2026-05-10T03:24:04.207104,14.58909412,.01439493,88.9148,267.5105,18.4462,342.1892,0,U,270417,999,9247,.55501874E-4,.321E-5,0
UNKNOWN,,2026-05-10T06:50:27.274560,14.18705868,.00674393,88.7539,260.7653,357.8316,2.2571,0,U,270418,999,9051,.19641647E-3,.431E-5,0
UNKNOWN,,2026-05-09T20:20:40.466112,14.10147866,.00876644,89.0636,285.1439,334.1929,25.4894,0,U,270419,999,8950,.10346354E-3,.203E-5,0
UNKNOWN,,2026-05-09T21:38:18.101760,14.68489004,.01138828,89.1149,283.3665,1.4337,358.7183,0,U,270420,999,9275,.42847096E-3,.2758E-4,0
UNKNOWN,,2026-05-09T09:05:49.374816,13.98982997,.01433723,88.8997,274.5042,23.5171,337.2476,0,U,270421,999,8848,.32227265E-3,.522E-5,0
UNKNOWN,,2026-05-09T09:18:11.353824,14.04697607,.01815846,88.9073,274.9578,313.1730,45.4395,0,U,270422,999,8954,.25754879E-3,.489E-5,0
UNKNOWN,,2026-05-10T03:15:39.950784,14.18043109,.00522361,88.9976,279.2549,335.9906,23.8847,0,U,270423,999,8906,.78379679E-4,.177E-5,0
UNKNOWN,,2026-05-09T20:06:49.551264,14.52191000,.0092272,88.8767,265.5337,22.0487,338.4649,0,U,270424,999,9212,.15146741E-3,.667E-5,0
UNKNOWN,,2026-05-10T05:52:24.528576,14.69221541,.01208169,88.4882,232.6482,297.9181,60.9844,0,U,270425,999,9185,.52920523E-3,.3506E-4,0
UNKNOWN,,2026-05-10T03:39:46.979712,14.61259176,.01122621,89.0736,280.5268,25.1634,335.4989,0,U,270426,999,9112,.35499463E-3,.1933E-4,0
UNKNOWN,,2026-05-09T15:59:46.495104,14.65879597,.01060355,89.0162,275.6079,19.4803,341.0417,0,U,270427,999,9287,.5912083E-3,.353E-4,0
UNKNOWN,,2026-05-09T21:29:51.077184,14.65418675,.01373525,89.0225,275.6003,348.8390,10.9785,0,U,270428,999,9268,.17665797E-3,.1118E-4,0
UNKNOWN,,2026-05-10T04:11:21.768864,14.34757742,.00127641,87.8695,191.2204,350.1765,9.9181,0,U,270429,999,8995,.52466491E-3,.1504E-4,0
UNKNOWN,,2026-05-06T09:44:15.932544,14.16816947,.00574994,89.1017,287.6300,322.6548,37.0648,0,U,270430,999,8929,.18191055E-3,.383E-5,0
UNKNOWN,,2026-05-09T20:38:06.643104,14.14504773,.00817759,89.0296,282.1479,326.9386,32.6703,0,U,270431,999,8825,.50901838E-3,.102E-4,0
UNKNOWN,,2026-05-09T16:42:01.677600,14.15941854,.0061931,89.0710,285.0434,311.1203,48.4648,0,U,270432,999,8829,.18062989E-3,.375E-5,0
UNKNOWN,,2026-05-09T21:53:45.835584,14.15013450,.00635968,88.9958,279.5177,326.3708,33.3450,0,U,270433,999,8813,.11356502E-3,.238E-5,0
UNKNOWN,,2026-05-09T21:40:16.099104,14.12386357,.00984108,88.9518,276.7104,6.8680,353.3827,0,U,270434,999,8816,.59936402E-3,.117E-4,0
UNKNOWN,,2026-05-10T06:45:24.528960,14.31818646,.00159565,88.7271,257.0857,328.6508,31.3735,0,U,270435,999,8930,.78476305E-3,.2115E-4,0
UNKNOWN,,2026-05-09T20:55:50.542464,14.52856615,.0108277,89.0501,279.3387,50.4357,310.6355,0,U,270436,999,9185,.1477583E-3,.675E-5,0
UNKNOWN,,2026-05-09T16:28:03.099936,14.17517857,.00603491,89.0211,281.2713,326.2553,33.4799,0,U,270437,999,8848,.42704427E-3,.895E-5,0
UNKNOWN,,2026-05-09T16:22:14.157120,14.13560758,.02145284,88.9199,274.1050,263.8156,93.8554,0,U,270438,999,8809,.42451548E-3,.1008E-4,0
UNKNOWN,,2026-05-09T08:59:15.732096,14.62604476,.01381253,89.0107,275.1492,17.4979,343.0924,0,U,270439,999,9082,.17361469E-3,.1032E-4,0
UNKNOWN,,2026-05-10T06:10:49.397952,14.64105866,.00830006,89.6061,322.5487,305.2264,54.1200,0,U,270440,999,9086,.10313816E-2,.571E-4,0
UNKNOWN,,2026-05-10T03:17:21.046560,14.80215902,.01195483,89.0764,279.1643,311.5196,47.5817,0,U,270441,999,9168,.52753909E-3,.4551E-4,0
UNKNOWN,,2026-05-09T18:48:46.101024,14.34697248,.00758515,88.8104,262.8455,159.8747,200.5471,0,U,270442,999,8928,.40693434E-3,.1205E-4,0
UNKNOWN,,2026-05-09T02:59:33.346464,14.72943986,.01522531,89.0473,276.9979,317.0227,41.9177,0,U,270443,999,9168,.19681846E-3,.1538E-4,0
UNKNOWN,,2026-05-10T02:25:20.453952,14.73529003,.00465665,88.9534,270.7049,22.4019,337.9220,0,U,270444,999,9247,.12473237E-2,.8269E-4,0
UNKNOWN,,2026-05-09T20:43:11.983296,14.59108219,.00948408,88.8687,264.2487,14.7968,345.5983,0,U,270445,999,9084,.35859576E-3,.1814E-4,0
UNKNOWN,,2026-05-10T02:51:51.562656,14.55290592,.01006658,89.0803,281.5220,20.3297,340.1875,0,U,270447,999,9037,.18217686E-3,.863E-5,0
UNKNOWN,,2026-05-09T20:28:37.214400,14.14725484,.00712322,89.1489,290.9900,332.9839,26.7647,0,U,270448,999,8727,.32109152E-3,.646E-5,0
UNKNOWN,,2026-05-09T16:29:08.047680,14.19733934,.00434132,88.9841,278.0750,327.1288,32.7203,0,U,270449,999,8790,.11212685E-3,.253E-5,0

